year,wind,hydro,solar,other_inc_bio,fk_country,gdp_constant,gdp_per_capita_constant,elec_prod_nuclear,elec_prod_fossil,elec_prod_renewable,energy_cons_nuclear,energy_cons_renewable,energy_cons_fossil,population
2014,33.45,139.0,4.91,24.676,90,1947834564908.95,1484.31640682913,2.7483323,81.24495,16.00672,1.1765447,7.3362403,91.48721,1307246464.0
2015,32.74,133.28,6.57,30.617342,90,2103588360044.94,1583.99815907985,2.897663,81.732086,15.370245,1.2483854,7.1391196,91.612495,1322866560.0
2016,43.45,128.38,11.56,24.816965,90,2277267041550.36,1694.46534973825,2.7037826,82.442535,14.853682,1.1750684,6.973517,91.85142,1338636288.0
2017,52.63,135.82,21.54,24.908186,90,2432016068497.75,1788.69770318446,2.5425975,81.492256,15.965148,1.1109235,7.4859,91.40318,1354195712.0
2018,60.31,139.75,36.33,27.22409,90,2588974770244.57,1883.35772705062,2.4728022,80.83435,16.692839,1.09091,7.9542136,90.95488,1369003264.0
2019,63.31,162.07,46.27,31.511576,90,2689205295885.31,1936.03067741067,2.7840455,78.5266,18.689354,1.2260796,8.904294,89.86963,1383112064.0
2020,60.43,163.71,58.68,32.93788,90,2533830417086.54,1806.50110583878,2.8199553,77.22543,19.954615,1.2735411,9.739235,88.98722,1396387072.0
2021,68.09,160.33,68.31,35.473618,90,2779348258938.77,1965.30943437506,2.5612915,77.99051,19.448202,1.1504955,9.488208,89.36129,1407563904.0
2022,70.05,174.94,95.16,38.57,90,2973542414790.52,2086.07688562779,2.4860332,77.014824,20.499144,1.1438936,10.273168,88.58294,1417173120.0
2023,82.11,149.17,113.41,37.28,90,,,2.4488032,78.0375,19.513695,1.1087015,9.676426,89.21487,1428627712.0
1985,0.0,2.7665443,0.0,0.0,91,199318073812.115,1195.12311552225,0.0,83.098885,16.90112,0.0,1.9808587,98.01914,165791696.0
1986,0.0,4.4547553,0.0,0.0,91,211028100548.2,1240.06475653881,0.0,75.8091,24.190905,0.0,2.9868257,97.013176,169135280.0
1987,0.0,4.5829177,0.0,0.0,91,221423191500.872,1276.13232000562,0.0,77.88167,22.11833,0.0,2.9112308,97.088776,172421392.0
1988,0.0,5.0336967,0.0,0.0,91,234222555737.922,1324.37572957225,0.0,79.70857,20.291437,0.0,3.0289974,96.97101,175694640.0
1989,0.0,6.2799673,0.0,0.0,91,251687564204.872,1396.69970912512,0.0,77.95498,22.045029,0.0,3.4081194,96.59188,178949168.0
1990,0.0,6.49244,0.0,1.12742,91,269915108922.485,1470.91822263911,0.0,76.983475,23.010492,0.0,3.7318628,96.26814,182159888.0
1991,0.0,7.40917,0.0,1.05146,91,288571594922.744,1544.99580900182,0.0,77.7899,22.204845,0.0,3.81247,96.18753,185361232.0
1992,0.0,9.64548,0.0,1.08574,91,307321553108.561,1617.10954878136,0.0,73.35635,26.638683,0.0,4.4085426,95.59145,188558416.0
1993,0.0,8.89108,0.0,1.09197,91,327286415440.608,1693.10742608086,0.0,74.85345,25.141514,0.0,3.8476534,96.15234,191737280.0
1994,0.0,7.98294,0.0,1.60391,91,351963716564.375,1790.32729969007,0.0,79.121864,20.873459,0.0,3.5212233,96.478775,194928544.0
1995,0.0,8.29314,0.0,2.21253,91,380895160107.885,1905.54236118211,0.0,80.58376,19.411617,0.0,3.5392694,96.46073,198140160.0
1996,0.0,8.82437,0.0,2.34287,91,410674256291.248,2020.99148139905,0.0,81.02571,18.970043,0.0,3.5088153,96.49119,201373792.0
1997,0.0,5.86562,0.0,2.72838,91,429975448821.108,2081.84166947239,0.0,87.83934,12.157131,0.0,2.4772785,97.52272,204628016.0
1998,0.0,10.3635,0.0,3.2865,91,373533751969.724,1780.20049551406,0.0,82.19844,17.798302,0.0,4.0149045,95.9851,207855488.0
1999,0.0,10.37978,0.0,3.94073,91,376488874906.624,1767.51466736224,0.0,82.94291,17.054121,0.0,3.852458,96.14755,210996912.0
2000,0.0,10.02,0.0,9.58,91,395012382612.012,1828.10265975051,0.0,80.008156,19.99184,0.0,3.733831,96.266174,214072416.0
2001,0.0,11.65,0.0,10.54,91,409404526234.825,1868.59172314131,0.0,79.09759,20.90241,0.0,4.1125903,95.887405,217112432.0
2002,0.0,9.93,0.0,11.07,91,427825582141.818,1926.37435875198,0.0,81.42251,18.577494,0.0,3.6303015,96.3697,220115088.0
2003,0.0,9.1,0.0,10.72,91,448277224165.159,1991.91820513763,0.0,83.11611,16.883892,0.0,3.1624913,96.8375,223080128.0
2004,0.0,9.67,0.0,11.3,91,470829486237.128,2065.70617478401,0.0,83.19442,16.805578,0.0,3.3661623,96.63384,225938592.0
2005,0.0,10.73,0.0,11.93,91,497631790460.651,2155.44780167098,0.0,82.9483,17.051697,0.0,3.4541986,96.5458,228805152.0
2006,0.0,9.62,0.0,11.559999,91,525006275321.737,2244.08022270233,0.0,84.652176,15.347826,0.0,3.1702235,96.82977,231797424.0
2007,0.0,11.29,0.0,13.0,91,558318040182.325,2355.15285661899,0.0,83.63208,16.367926,0.0,3.31408,96.68592,234858288.0
2008,0.0,11.53,0.0,14.81,91,591893632264.728,2464.60193427292,0.0,83.10456,16.895447,0.0,3.5247178,96.47528,237936544.0
2009,0.0,11.38,0.0,15.41,91,619291626040.047,2546.21969717085,0.0,83.5513,16.448702,0.0,3.6053057,96.3947,240981296.0
2010,0.0,17.46,0.0,17.17,91,657835433797.592,2670.81290999304,0.0,80.49673,19.503267,0.0,4.3475184,95.65248,244016176.0
2011,0.0,12.42,0.0,18.04,91,698422460504.757,2799.62468800564,0.0,84.125496,15.874504,0.0,3.431125,96.56887,247099696.0
2012,0.0,12.8,0.0,18.31,91,740537688645.515,2930.51844543024,0.0,85.11198,14.888017,0.0,3.5263355,96.47366,250222688.0
2013,0.0,16.92,0.01,18.57,91,781691320719.306,3055.2424601765,0.0,84.23484,15.765166,0.0,4.4679456,95.53205,253275920.0
2014,0.0,15.16,0.01,19.240002,91,820828013260.627,3170.72103023033,0.0,85.51402,14.485982,0.0,4.608102,95.3919,256229760.0
2015,0.0,13.74,0.01,19.810001,91,860854232717.718,3288.22269737572,0.0,86.20519,13.794806,0.0,3.9044187,96.09558,259091968.0
2016,0.01,18.68,0.02,20.869999,91,904181621813.478,3416.81005183476,0.0,84.63211,15.367891,0.0,5.6316724,94.36833,261850176.0
2017,0.0,18.63,0.03,24.51,91,950021694198.768,3553.51999275326,0.0,83.75908,16.240925,0.0,5.4710994,94.5289,264498848.0
2018,0.19,21.64,0.09,26.46,91,999178586345.587,3701.32155475457,0.0,82.95218,17.047817,0.0,7.7867928,92.21321,267066848.0
2019,0.48,21.16,0.12,26.279999,91,1049330234035.85,3850.90321753072,0.0,83.73951,16.260492,0.0,8.279649,91.72035,269582880.0
2020,0.47,24.33,0.17,27.939999,91,1027656193922.98,3739.44906576846,0.0,81.87581,18.124186,0.0,10.217818,89.78218,271857984.0
2021,0.44,24.7,0.19,30.89,91,1065709127435.86,3850.68877267995,0.0,81.833466,18.166538,0.0,10.79372,89.20628,273753184.0
2022,0.36,27.3,0.44,37.31,91,1122270779856.21,4024.92074265014,0.0,80.38916,19.610842,0.0,9.899512,90.10049,275501344.0
2023,0.48,24.59,0.71,39.42,91,,,0.0,81.09917,18.594606,0.0,10.446613,89.55338,277534112.0
1985,0.0,5.899,0.0,0.0,92,184472523734.21,3720.53262273169,0.0,84.84132,,0.0,2.7088299,97.29117,47266160.0
1986,0.0,7.05,0.0,0.0,92,166422061469.431,3234.88543131802,0.0,83.28829,,0.0,3.4556096,96.54439,48913236.0
1987,0.0,7.816,0.0,0.0,92,166135636307.77,3115.61803177017,0.0,82.65501,,0.0,3.5734787,96.42652,50541504.0
1988,0.0,8.246,0.0,0.0,92,156031272523.14,2833.18757791547,0.0,82.44411,,0.0,3.6968005,96.30319,52111868.0
1989,0.0,6.732,0.0,0.0,92,165599290646.835,2920.36931132344,0.0,86.910614,,0.0,2.7610445,97.23896,53644740.0
1990,0.0,7.381,0.0,0.0,92,188112392401.369,3222.20102704478,0.0,87.198,12.8020115,0.0,2.6902497,97.30975,55793628.0
1991,0.0,5.607,0.0,0.0,92,212033043458.938,3534.65396419326,0.0,91.07365,8.926354,0.0,1.8835832,98.11642,57990892.0
1992,0.0,9.204,0.0,0.0,92,219025854894.648,3579.73221786542,0.0,86.29908,13.700914,0.0,2.7959177,97.20409,59372016.0
1993,0.0,10.533,0.0,0.0,92,215803959419.194,3514.51966573319,0.0,85.89696,14.103046,0.0,3.4577887,96.542206,59755432.0
1994,0.0,6.896,0.0,0.0,92,212138990732.036,3448.25956880387,0.0,91.48685,8.51316,0.0,2.021462,97.97854,59985752.0
1995,0.0,8.323,0.0,0.0,92,217232542412.204,3492.17204968494,0.0,90.13313,9.866869,0.0,2.326306,97.6737,60794808.0
1996,0.0,8.814,0.0,0.0,92,231027951541.115,3674.0326860468,0.0,90.17829,9.821708,0.0,2.2645998,97.735405,61598380.0
1997,0.0,5.941,0.0,0.0,92,234147751320.806,3679.27534912763,0.0,93.87419,6.1258154,0.0,1.4810697,98.51893,62480528.0
1998,0.0,7.488,0.0,0.0,92,239018052131.593,3704.56563043005,0.0,92.68643,7.313571,0.0,1.7921339,98.20786,63461424.0
1999,0.035,5.143,0.0,0.0,92,243804857658.015,3725.31745830681,0.0,95.29649,4.70351,0.0,1.1498691,98.85013,64474748.0
2000,0.04,3.78,0.0,0.0,92,258056537599.93,3885.30183362976,0.0,96.79933,3.2006702,0.0,0.8082891,99.1917,65544380.0
2001,0.03,4.12,0.0,0.0,92,264229695673.419,3917.29935490307,0.0,96.7474,3.2526062,0.0,0.8181908,99.18181,66674856.0
2002,0.03,8.01,0.0,0.0,92,285576361691.924,4198.95356080112,0.0,94.18361,5.8163934,0.0,1.4433478,98.556656,67327120.0
2003,0.03,9.59,0.0,0.0,92,310248155725.937,4511.4313402737,0.0,93.65645,6.3435545,0.0,1.6837656,98.31623,67954704.0
2004,0.05,11.93,0.0,0.0,92,323702581958.885,4607.45169101785,0.0,92.63947,7.360531,0.0,1.8843321,98.11567,69061680.0
2005,0.07,14.45,0.0,0.0,92,334028060129.516,4650.3584147747,0.0,91.79985,8.200147,0.0,2.1426384,97.85736,70182592.0
2006,0.13,18.51,0.0,0.0,92,350728779278.205,4778.79345868067,0.0,90.36344,9.636561,0.0,2.500738,97.49926,71275768.0
2007,0.14,17.96,0.0,0.0,92,379333424180.106,5084.71796041484,0.0,91.08901,8.910989,0.0,2.2706358,97.72937,72319424.0
2008,0.2,7.44,0.0,0.0,92,380285006930.526,5035.94008526563,0.0,96.37037,3.629626,0.0,0.9233144,99.07669,73318400.0
2009,0.23,6.72,0.0,0.0017,92,384115942807.766,5023.89314380531,0.0,96.86669,3.1333122,0.0,0.8159316,99.184074,74322688.0
2010,0.17,10.25,0.0,0.0102,92,406386748156.485,5249.06133359393,0.0,95.57451,4.4254923,0.0,1.1913837,98.80862,75373864.0
2011,0.21,10.68,0.0,0.022,92,417138595177.33,5321.75870744451,0.046691287,95.32238,4.6309266,0.011215272,1.1921026,98.796684,76342968.0
2012,0.28,12.5,0.0,0.0226,92,401507697046.151,5058.64637811833,0.582938,94.271126,5.1459355,0.14969663,1.3767738,98.473526,77324448.0
2013,0.22,14.62,0.0,0.0193,92,395396833390.869,4916.97291948474,1.6456774,92.61377,5.7405553,0.4196437,1.5277675,98.05258,78458928.0
2014,0.2,14.5,0.0,0.0466,92,415106476157.819,5093.20319702186,1.4766173,93.172005,5.3513765,0.3820712,1.444072,98.17386,79961672.0
2015,0.14,13.25,0.0,0.0163,92,409191686496.677,4952.73355532178,1.2489295,93.96588,4.7851844,0.33015677,1.320366,98.34948,81790848.0
2016,0.16,15.42,0.0,0.0218,92,445262288195.34,5312.61724954192,2.2611308,92.28699,5.4518766,0.57652664,1.4484855,97.97498,83306232.0
2017,0.32,17.23,0.09,0.02444,92,457544871772.728,5381.18709991831,2.280696,91.93236,5.786938,0.5931926,1.5695099,97.837296,84505080.0
2018,0.75,9.84,0.22,0.02444,92,449135162389.142,5215.34606957702,2.2058587,94.32687,3.4672642,0.56464005,0.92631114,98.50905,85617560.0
2019,0.72,33.87,0.51,0.010686,92,435344072056.544,5000.98599002449,2.0100975,86.979836,11.010066,0.49680266,2.8355055,96.66769,86564208.0
2020,1.13,23.2,0.64,0.010715277,92,449842285446.341,5127.95975696418,1.8772241,90.72953,7.393238,0.4708877,1.9334664,97.59564,87290192.0
2021,1.13,14.88,0.67,0.010686,92,471073841462.031,5325.54680453553,1.0251064,94.15343,4.8214755,0.26730967,1.2263017,98.50639,87923432.0
2022,1.25,14.0,0.69,0.03,92,488864564083.075,5460.69457075433,1.887226,95.39827,2.714503,0.47383177,1.2014121,98.32476,88550568.0
2023,1.33,22.65,0.76,0.03,92,,,1.8097678,93.79665,4.393576,0.46839216,1.8229214,97.70869,89172768.0
1985,0.0,0.61,0.0,0.0,93,35458295526.7584,2260.8763214908,0.0,,,,,,15753858.0
1986,0.0,0.6,0.0,0.0,93,37106251927.42,2308.44327504947,0.0,,,,,,16148228.0
1987,0.0,2.6,0.0,0.0,93,40559093082.9659,2454.9950238006,0.0,,,,,,16598017.0
1988,0.0,2.6,0.0,0.0,93,40551371874.048,2398.23797711999,0.0,,,,,,16987352.0
1989,0.0,2.6,0.0,0.0,93,39286763062.0929,2262.47044477723,0.0,,,,,,17442600.0
1990,0.0,4.650264,0.0,0.0,93,62001516291.8778,3526.57925126853,0.0,,16.389647,,,,17658384.0
1991,0.0,2.145184,0.0,0.0,93,22291338827.2342,1254.63057385597,0.0,,16.057545,,,,17846384.0
1992,0.0,5.219066,0.0,0.0,93,29556579056.3127,1615.03903542774,0.0,,23.818045,,,,18385682.0
1993,0.0,6.161732,0.0,0.0,93,38509216455.9305,2005.56353164115,0.0,,22.745764,,,,19295822.0
1994,0.0,6.247761,0.0,0.0,93,39993566700.0619,1985.79691950682,0.0,,23.432074,,,,20248074.0
1995,0.0,7.119707,0.0,0.0,93,40841438911.7737,1961.09255088499,0.0,,26.86892,,,,20948856.0
1996,0.0,6.489375,0.0,0.0,93,45342486348.2519,2108.82328338114,0.0,,24.977062,,,,21639336.0
1997,0.0,6.608055,0.0,0.0,93,54972294638.0998,2478.84310444349,0.0,,24.755814,,,,22330776.0
1998,0.0,6.19756,0.0,0.0,93,74213129683.8961,3242.95733892317,0.0,,23.174026,,,,23053490.0
1999,0.0,3.55905,0.0,0.0,93,87259924322.4904,3691.74051342189,0.0,,14.396939,,,,23820734.0
2000,0.0,0.61,0.0,0.0,93,101916218527.399,4172.78025105244,0.0,98.087776,1.9122257,,,,24628860.0
2001,0.0,0.61,0.0,0.0,93,103716679377.555,4116.09405320279,0.0,98.07752,1.9224806,,,,25425666.0
2002,0.0,0.51,0.0,0.0,93,95208069160.7452,3660.92527507177,0.0,98.464264,1.5357354,,,,26255344.0
2003,0.0,0.43,0.0,0.0,93,60307856288.9303,2250.06990123369,0.0,98.48218,1.5178256,,,,27068826.0
2004,0.0,0.49,0.0,0.0,93,92503535426.8886,3354.26588756715,0.0,98.4825,1.5174977,,,,27858950.0
2005,0.0,5.94,0.0,0.0,93,94053181141.5504,3310.86344473993,0.0,80.26316,19.736843,,,,28698688.0
2006,0.0,6.04,0.0,0.0,93,99356180856.4776,3471.98744698568,0.0,81.968666,18.031332,,,,28905614.0
2007,0.0,5.68,0.0,0.0,93,101232561440.969,3565.58054079041,0.0,82.73164,17.26835,,,,28660888.0
2008,0.0,3.45,0.0,0.0,93,109562085020.285,3781.78001712762,0.0,90.563995,9.436008,,,,29218384.0
2009,0.0,3.19,0.0,0.0,93,113264515567.212,3768.17284328983,0.0,91.46632,8.533686,,,,30289044.0
2010,0.0,4.72,0.0,0.0,93,120516349622.451,3881.94327045302,0.0,90.24739,9.752606,,,,31264880.0
2011,0.0,3.36,0.0,0.0,93,129611081238.514,4030.01686860986,0.0,91.66667,8.333333,,,,32378066.0
2012,0.0,4.35,0.0,0.0,93,147674239072.767,4387.90469058707,0.0,90.4586,9.541405,,,,33864452.0
2013,0.0,4.71,0.05,0.0,93,158939252263.834,4504.82687537354,0.0,91.77496,8.225035,,,,35481804.0
2014,0.0,2.9,0.06,0.0,93,162537141323.775,4446.97343234862,0.0,95.59191,4.4080787,,,,36746484.0
2015,0.0,2.52,0.06,0.0,93,166774104959.102,4440.14189252367,0.0,96.203636,3.7963636,,,,37757812.0
2016,0.0,3.34,0.06,0.0,93,189767872908.426,4932.9272911439,0.0,95.71678,4.2832165,,,,38697940.0
2017,0.0,2.15,0.06,0.0,93,186314571374.742,4736.32710809857,0.0,97.38226,2.61774,0.0,1.0475221,98.952484,39621156.0
2018,0.0,1.8,0.38,0.0,93,191221819559.378,4749.00921836896,0.0,97.712616,2.2873828,0.0,0.98314315,99.01686,40590700.0
2019,0.0,4.96,0.38,0.0,93,201765390224.362,4898.14897652181,0.0,94.29221,5.707789,0.0,2.2004015,97.79961,41563524.0
2020,0.0,4.92,0.38,0.0,93,177479307669.569,4213.99843766061,0.0,95.06028,4.9397163,,,,42556988.0
2021,0.0,4.9,0.38,0.0,93,180145367592.813,4182.50064045825,0.0,96.04271,3.9572937,,,,43533592.0
2022,0.0,2.65,0.38,0.0,93,193908133926.674,4399.948027123,0.0,97.65551,2.3444936,,,,44496124.0
2023,0.0,1.38,0.38,0.0,93,,,0.0,,2.7341218,,,,45504564.0
1985,0.0,0.83736,0.0,0.0,94,65563994783.4695,18530.9426925293,0.0,,,0.0,2.487561,97.512436,3505781.0
1986,0.0,0.91877,0.0,0.0,94,65283163756.6976,18443.1867640097,0.0,,,0.0,2.5271845,97.47282,3515672.0
1987,0.0,0.68617,0.0,0.0,94,68327377545.7082,19301.208298541,0.0,,,0.0,1.8662728,98.13373,3513702.0
1988,0.0,0.87225,0.0,0.0,94,71892300157.9566,20395.2738487724,0.0,,,0.0,2.3837883,97.61621,3498032.0
1989,0.0,0.6978,0.0,0.0,94,76072060448.0578,21666.7232832664,0.0,,,0.0,1.8510282,98.14897,3483316.0
1990,0.0,0.7,0.0,0.0,94,82512722864.4398,23481.3128567371,0.0,95.07389,4.9261084,0.0,1.7483125,98.251686,3485370.0
1991,0.0,0.75,0.0,0.0,94,84104920462.0281,23797.2065983241,0.0,94.96982,5.030181,0.0,1.8013103,98.198685,3504806.0
1992,0.0,0.82,0.0,0.0,94,86916778951.971,24425.5975112538,0.0,94.79365,5.2063494,0.0,1.9758353,98.02416,3528370.0
1993,0.01,0.76,0.0,0.0,94,89257107777.5531,24958.2197097899,0.0,95.22036,4.7796397,0.0,1.8359721,98.164024,3545700.0
1994,0.02,0.92,0.0,0.0,94,94394592937.7644,26290.9316540796,0.0,94.40142,5.5985703,0.0,2.120603,97.879395,3559396.0
1995,0.02,0.71,0.0,0.0,94,103488967205.198,28676.510604152,0.0,95.84519,4.1548095,0.0,1.6132627,98.386734,3579486.0
1996,0.01,0.72,0.0,0.03,94,111126061752.057,30550.0360829405,0.0,95.972435,4.027557,0.0,1.6042329,98.39577,3606725.0
1997,0.05,0.68,0.0,0.08,94,123374112131.265,33578.7616121473,0.0,95.87786,4.1221375,0.0,1.6546531,98.345345,3640157.0
1998,0.17,0.92,0.0,0.09,94,134189242145.411,36143.3422357798,0.0,94.34052,5.659472,0.0,2.2191892,97.780815,3678670.0
1999,0.19,0.85,0.0,0.09,94,148319215004.31,39501.3763778575,0.0,94.797424,5.2025785,0.0,2.0208225,97.97918,3719918.0
2000,0.24,0.85,0.0,0.09,94,162266448871.098,42643.6343965079,0.0,95.00423,4.9957657,0.0,2.034373,97.96563,3768954.0
2001,0.33,0.6,0.0,0.1,94,170876017042.921,44196.9159835327,0.0,95.8096,4.1903987,0.0,1.6607853,98.33921,3829019.0
2002,0.39,0.91,0.0,0.08,94,180956619566.626,46022.1410834443,0.0,94.435486,5.564516,0.0,2.2350235,97.764984,3894256.0
2003,0.45,0.6,0.0,0.09,94,186410360281.181,46643.1579569282,0.0,95.40693,4.59307,0.0,1.8804967,98.11951,3958706.0
2004,0.65,0.63,0.0,0.11,94,199064153976.926,48906.963231587,0.0,94.479744,5.520254,0.0,2.2461925,97.753815,4031961.0
2005,1.11,0.63,0.0,0.13,94,210490003157.074,50599.6045007359,0.0,92.6896,7.3103986,0.0,2.8786287,97.121376,4121220.0
2006,1.62,0.72,0.0,0.13,94,220988938640.086,51710.362231689,0.0,90.87551,9.124492,0.0,3.6557345,96.34426,4234809.0
2007,1.96,0.67,0.0,0.18,94,232723709494.371,52904.4732788865,0.0,90.081184,9.918814,0.0,4.1544456,95.84555,4359841.0
2008,2.41,0.97,0.0,0.22,94,222288215958.446,49512.4261970583,0.0,87.95584,12.044162,0.0,5.4890666,94.51094,4452393.0
2009,2.96,0.9,0.0,0.26,94,210960893742.01,46514.5426215055,0.0,85.25411,14.745884,0.0,7.0551596,92.94484,4499797.0
2010,2.81,0.6,0.0,0.31,94,214511307254.188,47040.3543858023,0.0,86.76627,13.233725,0.0,6.468354,93.53165,4524581.0
2011,4.38,0.71,0.0,0.34,94,218048113700.275,47607.8852921203,0.0,79.98526,20.014744,0.0,9.50042,90.49959,4544504.0
2012,4.01,0.8,0.0,0.44,94,217178189023.252,47217.4433846332,0.0,80.620155,19.379845,0.0,9.308356,90.691635,4564550.0
2013,4.54,0.6,0.0,0.49,94,221939116603.514,47999.1237980737,0.0,77.95615,22.043852,0.0,10.137973,89.86202,4588830.0
2014,5.14,0.71,0.0,0.54,94,242659427386.766,52098.1049579337,0.0,75.21334,24.786655,0.0,11.478303,88.5217,4622165.0
2015,6.57,0.81,0.0,0.48,94,302391428540.035,64311.8234684057,0.0,71.96861,28.031384,0.0,13.121304,86.8787,4665764.0
2016,6.15,0.68,0.01,0.68,94,306088582898.588,64367.4069016353,0.0,75.13245,24.86755,0.0,11.98258,88.017426,4715791.0
2017,7.44,0.69,0.01,0.74,94,336849348481.597,70069.0995778991,0.0,71.037186,28.962818,0.0,14.191961,85.80804,4771860.0
2018,8.64,0.69,0.02,0.85,94,362262415044.573,74427.5520727589,0.0,66.990295,33.00971,0.0,15.6791315,84.32087,4834506.0
2019,10.02,0.89,0.04,0.85,94,380522434249.483,77117.1897861686,0.0,61.608597,38.391403,0.0,18.009615,81.99039,4896021.0
2020,11.55,0.93,0.06,0.92,94,407759845120.691,81791.0934649925,0.0,57.916145,42.083855,0.0,21.518867,78.48113,4946123.0
2021,9.78,0.75,0.09,1.0,94,474043708510.292,94184.0378160321,0.0,63.287933,36.71207,0.0,18.387724,81.612274,4986525.0
2022,11.21,0.7,0.15,1.01,94,514903922802.965,99677.473101993,0.0,61.16736,38.832638,0.0,20.03623,79.963776,5023108.0
2023,11.68,0.94,0.65,0.83,94,,,0.0,56.315624,43.684376,0.0,22.302807,77.6972,5056931.0
2024,11.44,0.76,0.97,0.83,94,,,,,,,,,
1985,0.0,0.002,0.0,0.0,95,83839854420.288,19806.2495677505,0.0,,,0.0,0.006019132,99.99398,4182689.0
1986,0.0,0.006,0.0,0.0,95,87352865506.5468,20319.3453143863,0.0,,,0.0,0.017166344,99.98284,4295413.0
1987,0.0,0.01,0.0,0.0,95,93589608192.9793,21421.2882107987,0.0,,,0.0,0.026679432,99.97332,4412035.0
1988,0.0,0.01,0.0,0.0,95,96313080931.9825,21682.3685123779,0.0,,,0.0,0.024892602,99.975105,4535402.0
1989,0.0,0.003,0.0,0.0,95,96866637237.3242,21440.1587510678,0.0,,,0.0,0.00713814,99.99286,4666781.0
1990,0.0,0.003,0.0,0.0,95,103952624561.519,22307.4301634161,0.0,,0.014355716,0.0,0.0068695177,99.99313,4803255.0
1991,0.0,0.006,0.0,0.0,95,111984124201.798,22627.626632006,0.0,,0.02788869,0.0,0.013514825,99.98648,4942821.0
1992,0.0,0.029,0.0,0.0,95,120673270502.765,23555.1962722555,0.0,,0.11747454,0.0,0.055975646,99.94402,5079388.0
1993,0.0,0.026,0.0,0.0,95,125641094936.083,23881.5994936481,0.0,,0.10000116,0.0,0.04621226,99.95378,5213005.0
1994,0.0,0.023,0.0,0.0,95,134973520974.768,24999.7260557082,0.0,,0.08122702,0.0,0.039183754,99.960815,5346294.0
1995,0.0,0.025,0.0,0.0,95,143885721109.73,25948.7323912948,0.0,,0.08213687,0.0,0.03786965,99.96213,5478738.0
1996,0.0,0.024,0.0,0.0,95,152329412975.43,26762.0191453672,0.0,,0.0736888,0.0,0.035081003,99.96492,5612491.0
1997,0.0,0.025,0.0,0.0,95,158048317310.579,27081.6170854316,0.0,,0.071202755,0.0,0.033417907,99.96658,5743280.0
1998,0.0,0.025,0.0,0.0,95,164471856695.682,27545.1108182352,0.0,,0.06583036,0.0,0.03175548,99.96825,5869504.0
1999,0.0,0.033,0.0,0.0,95,169937647527.979,27744.9220453844,0.0,,0.084124655,0.0,0.040444262,99.95956,5994091.0
2000,0.0,0.03,0.0,0.0,95,184596462844.647,29352.2758538156,0.0,99.92968,0.07032349,0.0,0.04031588,99.95969,6116955.0
2001,0.01,0.01,0.0,0.0,95,184909585609.537,28717.1277542377,0.0,99.95449,0.045506258,0.0,0.0258593,99.97414,6237984.0
2002,0.01,0.02,0.0,0.0,95,184684975515.63,28110.3463494109,0.0,99.93407,0.06593407,0.0,0.09087086,99.909134,6356697.0
2003,0.01,0.03,0.0,0.0,95,187390716950.388,28011.8266813741,0.0,99.91496,0.08503401,0.0,0.10240744,99.89759,6475917.0
2004,0.01,0.03,0.0,0.0,95,196159322413.276,28808.8298448048,0.0,99.9154,0.08460237,0.0,0.09672579,99.903275,6595990.0
2005,0.01,0.03,0.0,0.0,95,204428481197.204,29498.6336701064,0.0,99.91771,0.082287595,0.0,0.119960636,99.88004,6714119.0
2006,0.01,0.01,0.0,0.0,95,215837698469.191,30599.2172149639,0.0,99.96044,0.03955696,0.0,0.0694792,99.93052,6832082.0
2007,0.01,0.01,0.0,0.01,95,228837301916.728,31871.0466312068,0.0,99.962814,0.03718163,0.0,0.061499506,99.9385,6952007.0
2008,0.01,0.02,0.0,0.01,95,236356843531.581,32338.6662012343,0.0,99.929565,0.070434935,0.0,0.070539854,99.92946,7074530.0
2009,0.01,0.02,0.02,0.02,95,238976215685.434,31924.7910234896,0.0,99.835556,0.16444363,0.0,0.1537155,99.84628,7199704.0
2010,0.01,0.03,0.07,0.03,95,252438031645.298,33112.7068111258,0.0,99.70965,0.29035014,0.0,0.23017603,99.76982,7328439.0
2011,0.01,0.03,0.19,0.03,95,266480711976.331,34314.6503871244,0.0,99.49664,0.50335574,0.0,0.368569,99.63143,7459750.0
2012,0.01,0.03,0.37,0.03,95,273251466146.392,34542.8817579662,0.0,99.22235,0.77765435,0.0,0.52630293,99.4737,7592099.0
2013,0.01,0.03,0.49,0.05,95,284811641782.085,35338.6242052342,0.0,99.07045,0.92954993,0.0,0.6158397,99.384155,7726675.0
2014,0.01,0.01,0.88,0.06,95,295877497534.411,36013.6686508041,0.0,98.42261,1.5773907,0.0,1.0545208,98.94547,7863849.0
2015,0.01,0.02,1.12,0.1,95,302722655203.465,36123.9907881129,0.0,98.10057,1.8994238,0.0,1.3535545,98.64645,8007777.0
2016,0.05,0.0,1.54,0.1,95,315943412203.594,36969.741657336,0.0,97.46306,2.5369346,0.0,1.8459212,98.15408,8159015.0
2017,0.18,0.0,1.51,0.1,95,329445006817.89,37809.4415224874,0.0,97.494064,2.5059311,0.0,1.8471863,98.15282,8309256.0
2018,0.18,0.0,1.57,0.1,95,342868164572.703,38599.1089040283,0.0,97.453804,2.546195,0.0,1.9937472,98.006256,8456487.0
2019,0.19,0.0,2.61,0.1,95,355846209596.501,39302.6518220125,0.0,95.423035,4.5769763,0.0,3.0705597,96.92944,8607922.0
2020,0.2,0.02,3.53,0.11,95,350634465931.993,38049.9903345588,0.0,93.92341,6.0765815,0.0,4.2514257,95.74857,8757487.0
